2025-03-06 10:09:01.811 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741277341811; nextExpiration=1741277341810; keyCount=0; hasEvents=false; eval=false
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'mvcPathMatcher'
2025-03-06 12:29:02.963 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'viewControllerHandlerMapping'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'viewControllerHandlerMapping'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcConversionService'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcResourceUrlProvider'
2025-03-06 12:29:02.963 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'viewControllerHandlerMapping' via factory method to bean named 'mvcConversionService'
2025-03-06 12:29:02.963 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'viewControllerHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'viewControllerHandlerMapping'
2025-03-06 12:29:02.963 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'beanNameHandlerMapping'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'beanNameHandlerMapping'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcConversionService'
2025-03-06 12:29:02.963 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcResourceUrlProvider'
2025-03-06 12:29:02.963 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'beanNameHandlerMapping' via factory method to bean named 'mvcConversionService'
2025-03-06 12:29:02.963 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'beanNameHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2025-03-06 12:29:02.964 DEBUG 54637 --- [main] _.s.web.servlet.HandlerMapping.Mappings  : 'beanNameHandlerMapping' {}
2025-03-06 12:29:02.964 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.964 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.964 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'beanNameHandlerMapping'
2025-03-06 12:29:02.964 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'routerFunctionMapping'
2025-03-06 12:29:02.964 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'routerFunctionMapping'
2025-03-06 12:29:02.964 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.964 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2025-03-06 12:29:02.964 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcConversionService'
2025-03-06 12:29:02.965 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcResourceUrlProvider'
2025-03-06 12:29:02.965 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'routerFunctionMapping' via factory method to bean named 'mvcConversionService'
2025-03-06 12:29:02.965 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'routerFunctionMapping' via factory method to bean named 'mvcResourceUrlProvider'
2025-03-06 12:29:02.966 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Invoking afterPropertiesSet() on bean with name 'routerFunctionMapping'
2025-03-06 12:29:02.966 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.966 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.966 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'routerFunctionMapping'
2025-03-06 12:29:02.966 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'resourceHandlerMapping'
2025-03-06 12:29:02.966 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'resourceHandlerMapping'
2025-03-06 12:29:02.966 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.966 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2025-03-06 12:29:02.966 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcContentNegotiationManager'
2025-03-06 12:29:02.966 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcConversionService'
2025-03-06 12:29:02.966 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcResourceUrlProvider'
2025-03-06 12:29:02.966 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'resourceHandlerMapping' via factory method to bean named 'mvcContentNegotiationManager'
2025-03-06 12:29:02.966 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'resourceHandlerMapping' via factory method to bean named 'mvcConversionService'
2025-03-06 12:29:02.966 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'resourceHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.w.s.handler.SimpleUrlHandlerMapping  : Mapped [/webjars/**] onto ResourceHttpRequestHandler [classpath [META-INF/resources/webjars/]]
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.w.s.handler.SimpleUrlHandlerMapping  : Mapped [/**] onto ResourceHttpRequestHandler [classpath [META-INF/resources/], classpath [resources/], classpath [static/], classpath [public/], ServletContext [/]]
2025-03-06 12:29:02.970 DEBUG 54637 --- [main] _.s.web.servlet.HandlerMapping.Mappings  : 'resourceHandlerMapping' {/webjars/**=ResourceHttpRequestHandler [classpath [META-INF/resources/webjars/]], /**=ResourceHttpRequestHandler [classpath [META-INF/resources/], classpath [resources/], classpath [static/], classpath [public/], ServletContext [/]]}
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'resourceHandlerMapping'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcResourceUrlProvider'
2025-03-06 12:29:02.970 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultServletHandlerMapping'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'defaultServletHandlerMapping'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'defaultServletHandlerMapping'
2025-03-06 12:29:02.970 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'handlerFunctionAdapter'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'handlerFunctionAdapter'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.970 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2025-03-06 12:29:02.971 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.971 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.971 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'handlerFunctionAdapter'
2025-03-06 12:29:02.971 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcUriComponentsContributor'
2025-03-06 12:29:02.971 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'mvcUriComponentsContributor'
2025-03-06 12:29:02.971 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.971 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2025-03-06 12:29:02.971 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcConversionService'
2025-03-06 12:29:02.971 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'requestMappingHandlerAdapter'
2025-03-06 12:29:02.971 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mvcUriComponentsContributor' via factory method to bean named 'mvcConversionService'
2025-03-06 12:29:02.971 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mvcUriComponentsContributor' via factory method to bean named 'requestMappingHandlerAdapter'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'mvcUriComponentsContributor'
2025-03-06 12:29:02.972 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'httpRequestHandlerAdapter'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'httpRequestHandlerAdapter'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'httpRequestHandlerAdapter'
2025-03-06 12:29:02.972 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'simpleControllerHandlerAdapter'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'simpleControllerHandlerAdapter'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'simpleControllerHandlerAdapter'
2025-03-06 12:29:02.972 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'handlerExceptionResolver'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'handlerExceptionResolver'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2025-03-06 12:29:02.972 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcContentNegotiationManager'
2025-03-06 12:29:02.972 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'handlerExceptionResolver' via factory method to bean named 'mvcContentNegotiationManager'
2025-03-06 12:29:02.974 DEBUG 54637 --- [main] .m.m.a.ExceptionHandlerExceptionResolver : ControllerAdvice beans: 0 @ExceptionHandler, 1 ResponseBodyAdvice
2025-03-06 12:29:02.975 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.975 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.975 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'handlerExceptionResolver'
2025-03-06 12:29:02.975 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcViewResolver'
2025-03-06 12:29:02.975 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'mvcViewResolver'
2025-03-06 12:29:02.975 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.975 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2025-03-06 12:29:02.975 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcContentNegotiationManager'
2025-03-06 12:29:02.975 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mvcViewResolver' via factory method to bean named 'mvcContentNegotiationManager'
2025-03-06 12:29:02.976 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Invoking afterPropertiesSet() on bean with name 'mvcViewResolver'
2025-03-06 12:29:02.976 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.976 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.976 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'mvcViewResolver'
2025-03-06 12:29:02.976 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'viewNameTranslator'
2025-03-06 12:29:02.976 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'viewNameTranslator'
2025-03-06 12:29:02.976 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.976 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2025-03-06 12:29:02.977 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.977 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.977 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'viewNameTranslator'
2025-03-06 12:29:02.977 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter'
2025-03-06 12:29:02.977 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultViewResolver'
2025-03-06 12:29:02.977 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'defaultViewResolver'
2025-03-06 12:29:02.977 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.977 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter'
2025-03-06 12:29:02.980 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.980 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.980 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'defaultViewResolver'
2025-03-06 12:29:02.980 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'viewResolver'
2025-03-06 12:29:02.980 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'viewResolver'
2025-03-06 12:29:02.980 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.980 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter'
2025-03-06 12:29:02.981 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'viewResolver' via factory method to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@409bf450'
2025-03-06 12:29:02.981 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcContentNegotiationManager'
2025-03-06 12:29:02.981 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'beanNameViewResolver'
2025-03-06 12:29:02.981 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'mvcViewResolver'
2025-03-06 12:29:02.981 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'defaultViewResolver'
2025-03-06 12:29:02.981 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'viewResolver'
2025-03-06 12:29:02.981 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Ignoring match to currently created bean 'viewResolver': Error creating bean with name 'viewResolver': Requested bean is currently in creation: Is there an unresolvable circular reference?
2025-03-06 12:29:02.981 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Invoking afterPropertiesSet() on bean with name 'viewResolver'
2025-03-06 12:29:02.981 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.981 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.981 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'viewResolver'
2025-03-06 12:29:02.982 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'requestContextFilter'
2025-03-06 12:29:02.982 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration'
2025-03-06 12:29:02.982 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'formContentFilter'
2025-03-06 12:29:02.982 DEBUG 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$AspectJAutoProxyingConfiguration$CglibAutoProxyConfiguration'
2025-03-06 12:29:02.982 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating instance of bean 'org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$AspectJAutoProxyingConfiguration$CglibAutoProxyConfiguration'
2025-03-06 12:29:02.982 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.982 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.982 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-03-06 12:29:02.982 TRACE 54637 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Finished creating instance of bean 'org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$AspectJAutoProxyingConfiguration$CglibAutoProxyConfiguration'
